courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
15,5,3,,,,Coding Style,,Software Construction,,Apply,,"Style guides, Commenting, Naming ",
15,5,4,,,,“Best Practices” for coding,,Software Construction,,Apply,,"techniques, idioms/patterns, mechanisms for building quality ",
15,5,5,,,,Debugging,,Software Construction,,Apply,,involves identifying and resolving errors or defects in software code to ensure proper functionality.,
15,5,6,,,,Use of libraries and frameworks developed by others,,Software Construction,,Apply,,"streamlines development by leveraging pre-existing, tested, and optimized code solutions.",
15,6,,,,,Software Verification and Validation,,Software Verification and Validation,,Explain,,,
15,6,1,,,,Verification and validation concepts,,Software Verification and Validation,,Explain,,Verification: Are we building the thing right? Validation: Did we build the right thing?,
15,6,2,,,,Why testing matters,,Software Verification and Validation,,Explain,,Does the component remain functional as the code evolves? ,
15,6,3,,,,Testing objectives,,Software Verification and Validation,,Explain,,"Usability, Reliability, Conformance to specification, Performance, Security ",
15,6,4,,,,Test kinds,,Software Verification and Validation,,Explain,,"Unit, Integration, Validation, System ",
15,6,5,,,,Stylistic differences between tests and production code,,Software Verification and Validation,,Explain,,DAMP vs. DRY,
15,6,6,,,,Test planning and generation,,Software Verification and Validation,,Explain,,"Test case generation, Test coverage, Test data and inputs",
15,6,7,,,,Test development (see SDF),,Software Verification and Validation,,Explain,,"Test-driven development , Object oriented testing, mocking, and dependency injection; Black-box and white-box testing techniques; Test tooling, including code coverage, static analysis, and fuzzing",
15,6,8,,,,Verification and validation in the development cycle,,Software Verification and Validation,,Explain,,"Code reviews; Test automation, including automation of tooling; Pre-commit and post-commit testing; Trade-offs between test coverage and throughput/latency of testing; Defect tracking and prioritization",
15,6,9,,,,Domain specific verification and validation challenges,,Software Verification and Validation,,Explain,,"Performance testing and benchmarking; Asynchrony, parallelism, and concurrency; Safety-critical; Numeric ",
15,7,,,,,Refactoring and Code Evolution ,,Refactoring and Code Evolution ,,Explain,,,
15,7,1,,,,Hyrum's Law,,Refactoring and Code Evolution ,,Explain,,The Law of Implicit Interfaces,
15,7,2,,,,Backward Compatibility,,Refactoring and Code Evolution ,,Explain,,Backward compatibility needs to be evaluated in terms of provider + consumer(s),
15,7,3,,,,Refactoring,,Refactoring and Code Evolution ,,Explain,,"Standard refactoring patterns (rename, inline, outline, etc.); Use of refactoring tools in IDE; Application of static-analysis tools",
15,7,4,,,,Versioning,,Refactoring and Code Evolution ,,Explain,,Semantic Versioning; Trunk-based development ,
15,8,,,,,Software Reliability,,Software Reliability,,Explain,,,
15,8,1,,,,Concept of reliability,,Software Reliability,,Explain,,"as probability of failure or mean time between failures, and faults as cause of failures ",
15,8,2,,,,Identifying reliability requirements,,Software Reliability,,Explain,,involves determining the expected level of reliability and availability for a software system.,
15,8,3,,,,Software failures vs. defect injection/detection ,,Software Reliability,,Explain,,refer to unexpected behavior or malfunctions in the software,
15,8,4,,,,"Software reliability, system reliability and failure behavior",,Software Reliability,,Explain,,,
15,8,5,,,,"Defect injection and removal cycle, and different approaches for defect removal ",,Software Reliability,,Explain,,,
15,8,6,,,, “error budget” vs. “error-free” approach,,Software Reliability,,Explain,,"Compare the “error budget” approach treliability with the “error-free” approach, and identify domains where each is relevant",
