courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
6,3,2,,,-,Usage,-,C++,-,Understanding,-,"Usage: Widely used in systems and application programming, game development, and high-performance computing.",-
6,3,3,,,-,Types,-,C++,-,Understanding,-,"Types: Strongly typed language supporting fundamental types like integers, floats, characters, as well as user-defined types.",-
6,3,4,,,-,Memory Model,-,C++,-,Understanding,-,Memory Model: Manual memory management with support for dynamic allocation and deallocation using new and delete keywords.,-
6,3,5,,,-,Object Orientation,-,C++,-,Understanding,-,"Object Orientation: Supports object-oriented programming paradigms including classes, objects, inheritance, and encapsulation.",-
6,3,6,,,-,RAII,-,C++,-,Understanding,-,RAII (Resource Acquisition Is Initialization): Idiomatic C++ pattern for managing resource allocation and deallocation using constructors and destructors.,-
6,3,7,,,-,Operator Overloading,-,C++,-,Understanding,-,Operator Overloading: Ability to redefine the behavior of operators for user-defined types.,-
6,3,8,,,-,Polymorphism,-,C++,-,Understanding,-,"Polymorphism: Achieved through virtual functions and inheritance hierarchies, allowing objects of different types to be treated uniformly.",-
6,3,9,,,-,Data structures,-,C++,-,Understanding,-,"Data Structures: C++ offers a rich set of data structures including arrays, vectors, linked lists, stacks, queues, trees, and maps, among others.",-
6,4,,,,-,Object oriented programming,-,Object oriented programming,-,Understanding,-,,-
6,4,1,,,-,Objects vs Classes,-,Object oriented programming,-,Understanding,-,"Objects vs Classes: Objects are instances of classes, representing specific instances of data and behavior, while classes define the blueprint for creating objects.",-
6,4,2,,,-,inheritance,-,Object oriented programming,-,Understanding,-,"Inheritance: Allows a class to inherit properties and behavior from another class, facilitating code reuse and promoting a hierarchical relationship between classes.",-
6,4,3,,,-,Inclusion Polymorphism,-,Object oriented programming,-,Understanding,-,"Inclusion Polymorphism: Also known as runtime polymorphism or method overriding, it allows objects of different classes to be treated as objects of a common superclass, enabling dynamic method dispatch.",-
6,4,4,,,-,Software engineering principes,-,Object oriented programming,-,Understanding,-,"Software Engineering Principles: Principles such as SOLID (Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion) guide object-oriented design and promote maintainability, scalability, and robustness.",-
6,4,4,1,,-,Coupling（not treated）,-,Object oriented programming,-,Understanding,-,,-
6,4,4,2,,-,Design patterns（not covered）,-,Object oriented programming,-,Understanding,-,,-
6,4,4,3,,-,Encapsulation and information hiding,-,Object oriented programming,-,Understanding,-,"Encapsulation and Information Hiding: Encapsulation is the bundling of data and methods that operate on the data into a single unit (class), while information hiding restricts access to certain components of an object, promoting modularity and reducing dependencies.",-
6,4,5,,,-,OO in Python en C++,-,Object oriented programming,-,Understanding,-,"OO in Python and C++: Both Python and C++ are object-oriented languages, but they have different approaches to implementing OOP concepts. Python emphasizes simplicity and readability, while C++ offers more control over memory management and performance.",-
6,5,,,,-,Haskell,-,Haskell,-,Understanding,-,Haskell: A purely functional programming language known for its strong type system and lazy evaluation.,-
6,5,1,,,-,First steps,-,Haskell,-,Understanding,-,"First steps: Basic introduction to Haskell syntax, data types, and functional programming concepts.",-
6,5,2,,,-,Lists and tuples,-,Haskell,-,Understanding,-,"Lists and tuples: Common data structures in Haskell; lists are sequences of elements, tuples are fixed-size heterogeneous collections of elements.",-
6,5,3,,,-,Functions,-,Haskell,-,Understanding,-,"Functions: Fundamental building blocks for defining computations, often using pattern matching and recursion.",-
6,5,4,,,-,Working with lists,-,Haskell,-,Understanding,-,"Working with lists: Various operations for efficient manipulation of lists, such as mapping, filtering, folding, and list comprehensions.",-
6,5,5,,,-,Tips'n Tricks,-,Haskell,-,Understanding,-,"Tips'n Tricks: Practical tips and best practices for writing clear, concise, and idiomatic Haskell code.",-
6,5,6,,,-,Types,-,Haskell,-,Understanding,-,Types: Haskell boasts a powerful type system ensuring type safety and expressive type signatures for functions and data structures.,-
6,5,7,,,-,Polymorphism,-,Haskell,-,Understanding,-,Polymorphism: Haskell supports both parametric polymorphism using type variables and ad-hoc polymorphism using type classes.,-
6,5,8,,,-,Input/Output,-,Haskell,-,Understanding,-,"Input/Output: Interaction with the outside world, including reading from and writing to files, handling user input, and performing IO operations.",-
6,5,9,,,-,Functors,-,Haskell,-,Understanding,-,"Functors: Types that can be mapped over, allowing for serialization of computations while preserving structure.",-
6,5,10,,,-,do-notation,-,Haskell,-,Understanding,-,"do-notation: Syntax sugar in Haskell used to serialize IO operations in a more imperative style, making IO code more readable and manageable.",-
6,6,,,,-,Functional programming,-,Functional programming,-,Understanding,-,Functional programming: A programming paradigm centered around the evaluation of mathematical functions and avoiding mutable state and side effects.,-
6,6,1,,,-,Haskell design choices,-,Functional programming,-,Understanding,-,"Haskell design choices: Haskell is a purely functional programming language designed to be concise, expressive, and efficient, featuring lazy evaluation and strong static typing.",-
6,6,2,,,-,Procedures versus functions,-,Functional programming,-,Understanding,-,"Procedures versus functions: Functions in functional programming are pure and deterministic, while procedures may have side effects and mutable state, common in imperative programming.",-
6,6,2,1,,-,Program State and Input/Output,-,Functional programming,-,Understanding,-,"Program State and Input/Output: In functional programming, program state is typically immutable, and IO operations are handled in a referentially transparent manner using monads or other abstractions.",-
6,6,2,2,,-,Evaluation strategy,-,Functional programming,-,Understanding,-,"Evaluation strategy: Functional programming languages often use lazy evaluation, where expressions are only evaluated when their results are needed, enabling more efficient and modular code.",-
6,6,3,,,-,Lazy evaluation,-,Functional programming,-,Understanding,-,"Lazy evaluation: In lazy evaluation, expressions are not evaluated until their results are needed, allowing for more efficient use of resources and enabling the creation of infinite data structures.",-
6,7,,,,-,Enlang,-,Enlang,-,Understanding,-,,-
6,7,1,,,-,History,-,Enlang,-,Understanding,-,"History: Erlang is a programming language developed by Ericsson in the 1980s for telecommunications applications, known for its fault tolerance and concurrency features.",-
6,7,2,,,-,Imperative vs Functional,-,Enlang,-,Understanding,-,"Imperative vs Functional: Erlang is primarily a functional programming language, emphasizing immutability and declarative programming, although it does support some imperative constructs.",-
6,7,3,,,-,Strict vs lazy evaluation,-,Enlang,-,Understanding,-,"Strict vs lazy evaluation: Erlang primarily uses strict evaluation, meaning expressions are evaluated as soon as they are bound to variables. Lazy evaluation is not a primary feature of Erlang.",-
6,7,4,,,-,IO in Erlang,-,Enlang,-,Understanding,-,"IO in Erlang: Input/output operations in Erlang are handled through message passing between Erlang processes, allowing for asynchronous and concurrent IO operations.",-
6,7,5,,,-,Data types,-,Enlang,-,Understanding,-,"Data types: Erlang supports a variety of data types including integers, floats, atoms, tuples, lists, binaries, and maps, as well as user-defined data structures.",-
6,7,6,,,-,Functions,-,Enlang,-,Understanding,-,"Functions: Functions in Erlang are first-class citizens, meaning they can be passed as arguments to other functions, returned from functions, and assigned to variables.",-
6,7,7,,,-,Regular expressions,-,Enlang,-,Understanding,-,"Regular expressions: Erlang provides support for regular expressions through the re module, allowing for pattern matching and manipulation of strings based on regular expressions.",-
6,7,8,,,-,Error handling,-,Enlang,-,Understanding,-,"Error handling: Erlang has built-in mechanisms for error handling, including the use of exception handling with try...catch blocks and the error function for raising errors.",-
