courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
8,7,2,,,,Single-variable derivatives,,Calculus,,Understand,,"definition, computation rules (chain rule etc), derivatives of important functions, applications",
8,7,3,,,,Single-variable integration,,Calculus,,Understand,,"definition, computation rules, integrals of important functions, fundamental theorem of calculus, definite vs indefinite, applications (including in probability)",
8,7,4,,,,"Parametric formulation, polar representation",,Calculus,,Understand,,"Parametric formulation describes curves and functions using multiple parameters, while polar representation describes curves using polar coordinates.",
8,7,5,,,,Taylor series,,Calculus,,Understand,,"expand functions into infinite series of polynomials, providing an approximation of the original function around a specific point.",
8,7,6,,,,Multivariate calculus,,Calculus,,Understand,,"partial derivatives, gradient, chain-rule, vector valued functions, applications toptimization, convexity, global vs local minima",
8,7,7,,,,ODEs,,Calculus,,Understand,,"definition, Euler method, applications tsimulation",
8,8,,,,,Linear Algebra,,Linear Algebra,,Understand,,is a branch of mathematics that deals with vector spaces and linear transformations.,
8,8,1,,,,"Matrices, matrix-vector equation, geometric interpretation, geometric transformations with matrices",,Linear Algebra,,Understand,,,
8,8,2,,,,"Solving equations, row-reduction",,Linear Algebra,,Understand,,"Solving equations involving matrices often involves row-reduction techniques, such as Gaussian elimination, to simplify the system and find its solution.",
8,8,3,,,,"Linear independence, span, basis",,Linear Algebra,,Understand,,,
8,8,4,,,,"Orthogonality, projection, least-squares, orthogonal bases",,Linear Algebra,,Understand,,,
8,8,5,,,,"Linear combinations of polynomials, Bezier curves",,Linear Algebra,,Understand,,,
8,8,6,,,,Eigenvectors and eigenvalues,,Linear Algebra,,Understand,,,
8,8,7,,,,Applications tcomputer sience,,Linear Algebra,,Understand,,"PCA, SVD, page-rank, graphics",
8,9,,,,,Statistics,,Statistics,,Understand,,,
8,9,1,,,,Basic definitions and concepts,,Statistics,,Understand,,"populations, samples, measures of central tendency, variance",
8,9,2,,,,Univariate data,,Statistics,,Understand,,"point estimation, confidence intervals",
8,9,3,,,,Multivariate data,,Statistics,,Understand,,"estimation, correlation, regression",
8,9,4,,,,Data transformation,,Statistics,,Understand,,"dimension reduction, smoothing",
8,9,5,,,,Statistical models and algorithms,,Statistics,,Understand,,,
