courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
4,5,1,,,,Algorithmic Bounds,,Algorithmic Bounds and Tree,,Understand,,,
4,5,1,1,,,Upper Bound: Big O,-,Algorithmic Bounds and Tree,-,Understand,-,Upper Bound: Big O: Represents the worst-case time complexity of an algorithm.,-
4,5,1,2,,,Lower Bound: Omega,,Algorithmic Bounds and Tree,,Understand,,Lower Bound: Omega: Represents the best-case time complexity of an algorithm.,
4,5,1,3,,,Sharp Bounds: Theta,-,Algorithmic Bounds and Tree,-,Understand,-,"Sharp Bounds: Theta: Represents both upper and lower bounds, indicating tight asymptotic behavior.",-
4,5,2,,,,Data Structure: Tree,,Algorithmic Bounds and Tree,,Understand,,,
4,5,2,1,,,tree,,Algorithmic Bounds and Tree,,Understand,,"Tree: A hierarchical data structure consisting of nodes connected by edges, typically with one designated as the root.",
4,5,2,2,,,Trie,-,Algorithmic Bounds and Tree,-,Understand,-,"Trie: A tree data structure used for efficient retrieval of strings, particularly in dictionary implementations.",-
4,5,2,3,,,Suffix tree,,Algorithmic Bounds and Tree,,Understand,,"Suffix Tree: A tree data structure used for pattern matching in strings, particularly for finding all occurrences of a substring in a larger string.",
4,6,,,,,Data Structure: Binary Tree,,Data Structure: Binary Tree,,Understand,,,
4,6,1,,,,Binary Tree,-,Data Structure: Binary Tree,-,Understand,-,"Binary Tree: A tree data structure in which each node has at most two children, commonly referred to as the left child and the right child.",-
4,6,2,,,,ADT: Priority Queue,-,Data Structure: Binary Tree,-,Understand,-,A data structure that supports efficient retrieval of the highest (or lowest) priority element.,-
4,6,3,,,,DS: Binary Heap,-,Data Structure: Binary Tree,-,Understand,-,A complete binary tree with a special property where the value of each node is greater than or equal to (or less than or equal to) the values of its children.,-
4,6,4,,,,Algorithm: Heapsort,-,Data Structure: Binary Tree,-,Understand,-,A comparison-based sorting algorithm that uses a binary heap data structure to sort elements in-place.,-
4,7,,,,,DS: Binary Search Tree,-,Data Structure: Binary Tree,-,Understand,-,A binary tree data structure in which each node has a key greater than all keys in its left subtree and less than all keys in its right subtree.,-
4,8,,,,,Balancing A Bst,,Balancing A Bst,,Understand,,"Process of ensuring that the height of a binary search tree remains balanced to maintain efficient search, insertion, and deletion operations.",
4,8,1,,,,Rebalancing A Bst,-,Balancing A Bst,-,Understand,-,The process of restoring balance in a binary search tree after an insertion or deletion operation that may have caused it to become unbalanced.,-
4,8,2,,,,Limitations,-,Balancing A Bst,-,Understand,-,"Constraints or drawbacks associated with binary search trees, such as the potential for degeneration into a linear data structure.",-
4,8,3,,,,Self-Balancing Trees: AVL Trees,-,Balancing A Bst,-,Understand,-,A type of binary search tree that automatically maintains balance by performing rotations after insertions and deletions to ensure a maximum height difference of 1 between subtrees.,-
4,9,,,,,Amortized Analysis,,Balancing A Bst,,Understand,,"A method of analyzing the time complexity of algorithms over a sequence of operations, considering both expensive and inexpensive operations to provide an average performance guarantee.",
4,10,,,,,Graph,-,Graph,-,Understand,-,A data structure composed of a set of vertices and a set of edges connecting pairs of vertices.,-
4,10,1,,,,Graph Representations,-,Graph,-,Understand,-,"Various ways to represent graphs, such as adjacency matrix, adjacency list, and edge list.",-
4,10,2,,,,Graph Search,-,Graph,-,Understand,-,Algorithms for traversing or searching a graph to visit all vertices or find specific paths or patterns within the graph.,-
4,10,3,,,,Disjoint Set And Minimum Spanning Tree,-,Graph,-,Understand,-,Techniques and algorithms related to disjoint set data structures and the construction of minimum spanning trees in graphs.,-
