courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
19,8,5,,,-,Ergodic,-,CA analytics,-,Understand,-,"Ergodic: A property of CA systems where, over time, the system visits all possible states with nonzero probability, indicating that the system explores its state space thoroughly.",-
19,9,,,,-,Complex Networks and Graph theory,-,Complex Networks and Graph theory,-,Understand,-,,-
19,9,1,,,-,Complex networks,-,Complex Networks and Graph theory,-,Understand,-,"Complex networks: Networks characterized by non-trivial topological features, such as high clustering, small-world properties, and scale-free degree distributions.",-
19,9,1,1,,-,Complex systems,-,Complex Networks and Graph theory,-,Understand,-,Complex systems: Systems composed of interconnected elements that exhibit emergent behaviors and properties arising from interactions between these elements.,-
19,9,1,2,,-,Network,-,Complex Networks and Graph theory,-,Understand,-,"Network: A structure comprising nodes (or vertices) connected by edges (or links), representing relationships or interactions between entities.",-
19,9,1,2,1,-,The role of networks,-,Complex Networks and Graph theory,-,Understand,-,"The role of networks: Networks serve as frameworks for representing and analyzing relationships between various entities, facilitating the study of complex systems in diverse domains.",-
19,9,1,2,2,-,The life of networks,-,Complex Networks and Graph theory,-,Understand,-,"The life of networks: Networks evolve over time through processes such as growth, adaptation, and decay, leading to changes in their structure, dynamics, and functionality.",-
19,9,1,3,,-,Network science,-,Complex Networks and Graph theory,-,Understand,-,"Network science: An interdisciplinary field that studies the structure, dynamics, and function of complex networks, drawing from mathematics, physics, computer science, and other disciplines.",-
19,9,1,3,1,-,Impact of network science,-,Complex Networks and Graph theory,-,Understand,-,"Impact of network science: Network science has profound implications across various domains, including biology, sociology, technology, and ecology, enabling insights into phenomena such as epidemics, social behavior, information flow, and organizational dynamics.",-
19,9,2,,,-,Graph,-,Complex Networks and Graph theory,-,Understand,-,,-
19,9,2,1,,-,A proper representation,-,Complex Networks and Graph theory,-,Understand,-,A proper representation: Graphs are mathematical structures comprising vertices (nodes) and edges (links) that represent relationships between pairs of vertices.,-
19,9,2,2,,-,Measures,-,Complex Networks and Graph theory,-,Understand,-,"Measures: Graph measures quantify various properties of graphs, such as the number of vertices, edges, and paths, as well as metrics related to connectivity, centrality, and clustering.",-
19,9,2,3,,-,Graphology,-,Complex Networks and Graph theory,-,Understand,-,"Graphology: The study of graphs, including their structure, properties, and behaviors, often applied in fields such as network science and social network analysis.",-
19,9,2,4,,-,Pathology,-,Complex Networks and Graph theory,-,Understand,-,"Pathology: The study of paths in graphs, focusing on properties such as shortest paths, cycles, and connectivity, with applications in transportation, communication, and optimization.",-
19,9,2,5,,-,Degree distribution,-,Complex Networks and Graph theory,-,Understand,-,"Degree distribution: A statistical measure describing the distribution of degrees (number of connections) among vertices in a graph, providing insights into its topology and connectivity patterns.",-
19,9,3,,,-,Types of Networks,-,Complex Networks and Graph theory,-,Understand,-,"Types of Networks: Various models categorize networks based on their structural properties and characteristics, including regular lattices, random networks, small-world networks, and scale-free networks.",-
19,9,3,1,,-,Regular lattice,-,Complex Networks and Graph theory,-,Understand,-,"Regular lattice: A type of network characterized by a regular, repeating geometric structure, where each node is connected to its nearest neighbors according to a predefined pattern.",-
19,9,3,2,,-,Random Networks,-,Complex Networks and Graph theory,-,Understand,-,"Random Networks: Networks where edges are randomly distributed between vertices, leading to a homogeneous degree distribution and properties resembling those of a random graph.",-
19,9,3,3,,-,Watts-Strogatz model,-,Complex Networks and Graph theory,-,Understand,-,"Watts-Strogatz model: A model for generating small-world networks, characterized by high clustering and short average path lengths, proposed by Duncan Watts and Steven Strogatz in 1998.",-
19,9,3,4,,-,Scale-Free Networks,-,Complex Networks and Graph theory,-,Understand,-,"Scale-Free Networks: Networks where the degree distribution follows a power-law distribution, meaning that a few nodes (hubs) have a disproportionately high number of connections compared to the majority of nodes.",-
