courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
2,6,,,,-,Input and output(I/O),-,Input and output(I/O),-,Understand,-,"Input and output (I/O): In C, input and output operations are typically performed using the stdio.h library, which provides functions like printf for output and scanf for input.",-
2,6,1,,,-,Stream,-,Input and output(I/O),-,Understand,-,"Stream: In C, a stream is an abstraction that represents a source or destination of data, such as a file or the standard input/output (stdin, stdout, stderr).",-
2,6,2,,,-,Error handling,-,Input and output(I/O),-,Understand,-,"Error handling: C provides mechanisms for error handling, including return values from functions, setting errno (error number), and using perror and fprintf(stderr, ...) to output error messages.",-
2,7,,,,-,Self-defined types,-,Self-defined type,-,Understand,-,,-
2,7,1,,,-,Enum,-,Self-defined type,-,Understand,-,"Enum: Enums in C allow you to define a set of named integer constants, providing a way to create symbolic names for integral values.",-
2,7,2,,,-,Union,-,Self-defined type,-,Understand,-,Union: Unions in C allow you to define a data type that can hold values of different types in the same memory location. Only one member of the union can be used at a time.,-
2,7,3,,,-,Struct,-,Self-defined type,-,Understand,-,Struct: Structs in C allow you to create composite data types by grouping together variables of different types under a single name. ,-
2,8,,,,-,Memory,-,Memory,-,Understand,-,,-
2,8,1,,,-,Static,-,Memory,-,Understand,-,Static Memory: Static memory refers to a region of memory where variables are allocated for the entire duration of the program execution. Variables declared as static within functions retain their values between function calls.,-
2,8,2,,,-,Global,-,Memory,-,Understand,-,Global Memory: Global memory refers to a region of memory where variables are allocated for the entire duration of the program execution and can be accessed from any part of the program.,-
2,9,,,,-,Program module,-,Program module,-,Understand,-,Program Module: A program module is a discrete unit of software that performs a specific function or task within a larger software system.,
2,9,1,,,-,Modulization,-,Program module,-,Understand,-,"Modularization: Modularization is the process of breaking down a software system into smaller, manageable modules or components.",-
2,9,2,,,-,Link,-,Program module,-,Understand,-,Link: Linking is the process of combining multiple object files generated by the compiler into a single executable program.,-
2,9,3,,,-,Library,-,Program module,-,Understand,-,"Library: A library is a collection of precompiled routines, functions, and procedures that can be used by a software program.",-
2,10,,,,-,C++ introduction,-,C++ introduction,-,Understand,-,C++ Introduction: C++ is a general-purpose programming language developed as an extension of the C programming language.,-
2,10,1,,,-,Object oriented,-,C++ introduction,-,Understand,-,"Object-Oriented: C++ is an object-oriented programming language, meaning it allows for the creation of classes and objects, encapsulation, inheritance, and polymorphism.",-
2,10,2,,,-,Constructor,-,C++ introduction,-,Understand,-,Constructor: Constructors are special member functions in a class that are automatically called when an object of that class is created. ,-
2,10,3,,,-,Type hierarhy,-,C++ introduction,-,Understand,-,"Type Hierarchy: In C++, the type hierarchy refers to the relationship between different types, including base classes and derived classes in inheritance hierarchies.",-
2,10,4,,,-,Tempalte,-,C++ introduction,-,Understand,-,Template: Templates in C++ allow for generic programming by enabling the creation of functions and classes that operate on data types that are not specified until the template is instantiated. ,-
2,11,,,,-,Debug,-,Debug,-,Understand,-,,-
2,11,1,,,-,Principles,-,Debug,-,Understand,-,"Debug Principles: Debugging involves identifying and fixing errors, or bugs, in software. Principles include understanding the problem, isolating the cause, making changes systematically, and testing thoroughly.",-
2,11,2,,,-,Tools,-,Debug,-,Understand,-,Debug Tools: Debugging tools help developers identify and fix errors in code. ,-
